uri,dcterms:identifier,rdfs:label,schema:image,schema:url,description:curation,temporal:label,schema:temporal,description:本文,schema:spatial,jps:sourceInfo
http://example.org/data/仁-124,仁-124,但馬国神戸郷絵図,"https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_104ni_/124/00000001.tif/2481,10373,1263,1027/200,/0/default.jpg",https://nakamura196.github.io/shoen/iiif/6f84e176d9b2cf40e49acab2cba0900e/manifest.json,https://nakamura196.github.io/soen/curation/仁-124.json,,,,,http://example.org/data/W23
