uri,dcterms:identifier,rdfs:label,schema:image,schema:url,description:curation,temporal:label,schema:temporal,description:本文,schema:spatial,jps:sourceInfo
http://example.org/data/以-341-2,以-341-2,"






「骨寺絵図案/寺領□□堺論/具書□」






","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_101i_/341-2/00000001.tif/258,11738,2632,1148/200,/0/default.jpg",https://nakamura196.github.io/shoen/iiif/9ea15b66a183bcd119e3a3776328d4a2/manifest.json,https://nakamura196.github.io/soen/curation/以-341-2.json,,,,,http://example.org/data/W23
