uri,dcterms:identifier,rdfs:label,schema:image,schema:url,description:curation,temporal:label,schema:temporal,description:本文,schema:spatial,jps:sourceInfo
http://example.org/data/保-167-2,保-167-2,長門二宮絵図2,"https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/167-2/00000001.tif/15168,4850,863,684/200,/0/default.jpg",https://nakamura196.github.io/shoen/iiif/e857ce9f0868e4a58c6775eaf1b2f23b/manifest.json,https://nakamura196.github.io/soen/curation/保-167-2.json,,,,,http://example.org/data/W23
