uri,dcterms:identifier,rdfs:label,schema:image,schema:url,description:curation,temporal:label,schema:temporal,description:本文,schema:spatial,jps:sourceInfo
http://example.org/data/以-328,以-328,揖保川筋堰図,"https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_101i_/328/00000001.tif/8633,24419,614,553/200,/0/default.jpg",https://nakamura196.github.io/shoen/iiif/429c5f278d0c810bdc0f4472d6805b00/manifest.json,https://nakamura196.github.io/soen/curation/以-328.json,,,,,http://example.org/data/W23
