uri,dcterms:identifier,rdfs:label,schema:image,schema:url,description:curation,temporal:label,schema:temporal,description:本文,schema:spatial,jps:sourceInfo
http://example.org/data/保-38,保-38,足守庄図,"https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/38/00000001.tif/9329,7234,830,1001/200,/0/default.jpg",https://nakamura196.github.io/shoen/iiif/18019a96a27167058907151614e08c3a/manifest.json,https://nakamura196.github.io/soen/curation/保-38.json,,,,,http://example.org/data/W23
