uri,dcterms:identifier,ID,description:架番号,rdfs:label,description:表記,schema:category,description:推定した国郡名等,schema:description,schema:longitude,schema:latitude,schema:geo^^uri,xywh,schema:url,canvas,schema:relatedLink,schema:image,schema:isPartOf^^uri
http://example.org/data/b7f0c7bfaf9d0a4240430286b89e3c0a,b7f0c7bfaf9d0a4240430286b89e3c0a,,以-341-3,骨寺村,骨寺村,村,陸奥国,現岩手県一関市の西郊、磐井川上流北岸の東流する本寺川流域一帯にあった。厳美町下真坂・要害・沖要害・駒形・中川・本寺などを範囲とする地域に比定される。中世には中尊寺経蔵領で、四至をもち庄園的性格を有したと考えられる。,140.95034,38.973406,http://geohash.org/xnujxquuscrn,"3782,5780,427,781",https://nakamura196.github.io/shoen/iiif/3fd93cf97c1b6000149df96f6637640c/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=3782,5780,427,781","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_101i_/341-3/00000001.tif/3782,5780,427,781/200,/0/default.jpg",http://example.org/data/以-341-3
http://example.org/data/b493ef4c3817c744922f6a99e0415466,b493ef4c3817c744922f6a99e0415466,,以-341-3,岩井河,岩井河,河,陸奥国,現在は磐井川と記す。骨寺村は南限を岩井川としていた。,140.949365,38.97329,http://geohash.org/xnujxqu5y7b4,"2485,8035,274,726",https://nakamura196.github.io/shoen/iiif/3fd93cf97c1b6000149df96f6637640c/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=2485,8035,274,726","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_101i_/341-3/00000001.tif/2485,8035,274,726/200,/0/default.jpg",http://example.org/data/以-341-3
http://example.org/data/acae376a588c52d11358a28b74187520,acae376a588c52d11358a28b74187520,,以-341-3,六所宮,六所宮,宮,陸奥国,現在の駒形（根）神社。現岩手県一関市厳美町駒形にある。,140.94911,38.977392,http://geohash.org/xnujxrs5b23z,"5132,5519,439,958",https://nakamura196.github.io/shoen/iiif/3fd93cf97c1b6000149df96f6637640c/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=5132,5519,439,958","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_101i_/341-3/00000001.tif/5132,5519,439,958/200,/0/default.jpg",http://example.org/data/以-341-3
http://example.org/data/720e186210533ccdc6569979f1ebc00d,720e186210533ccdc6569979f1ebc00d,,以-341-3,駒形根,駒形根,,陸奥国,勅宣日宮駒形根神社のことと思われる。現宮城県栗原市栗駒沼倉一ノ宮。日本武尊の勧請と伝えられる。,140.944698,38.87189,http://geohash.org/xnujpk2v1t2p,"865,266,413,756",https://nakamura196.github.io/shoen/iiif/3fd93cf97c1b6000149df96f6637640c/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=865,266,413,756","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_101i_/341-3/00000001.tif/865,266,413,756/200,/0/default.jpg",http://example.org/data/以-341-3
http://example.org/data/6ad2a33bfa0dc321290a5e74f4922ce7,6ad2a33bfa0dc321290a5e74f4922ce7,,以-341-3,堂山,堂山,山,陸奥国,堂山付近に骨寺跡があったとされる。,140.9412,38.978561,http://geohash.org/xnujxpy4xfrv,"3857,5400,496,264",https://nakamura196.github.io/shoen/iiif/3fd93cf97c1b6000149df96f6637640c/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=3857,5400,496,264","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_101i_/341-3/00000001.tif/3857,5400,496,264/200,/0/default.jpg",http://example.org/data/以-341-3
http://example.org/data/bf8d59972f1fee48d1a893f809833668,bf8d59972f1fee48d1a893f809833668,,以-341-3,白山　寺崎,白山　寺崎,山,陸奥国,白山社。石川県の白山比咩神を講じ迎えたところとされる。,140.944194,38.975792,http://geohash.org/xnujxr26my0r,"3251,5823,494,703",https://nakamura196.github.io/shoen/iiif/3fd93cf97c1b6000149df96f6637640c/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=3251,5823,494,703","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_101i_/341-3/00000001.tif/3251,5823,494,703/200,/0/default.jpg",http://example.org/data/以-341-3
http://example.org/data/2dfa0b9b0791cc7bbb22b686b0f6ae8f,2dfa0b9b0791cc7bbb22b686b0f6ae8f,,以-341-3,中沢,中沢,,陸奥国,浅い谷筋。この谷の頭に水神を祀ったとされる宇那根社があったとされるが、場所は特定されていない。,140.95239,38.974109,http://geohash.org/xnujxrn2ssx8,"3990,9513,264,518",https://nakamura196.github.io/shoen/iiif/3fd93cf97c1b6000149df96f6637640c/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=3990,9513,264,518","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_101i_/341-3/00000001.tif/3990,9513,264,518/200,/0/default.jpg",http://example.org/data/以-341-3
http://example.org/data/8437889116f8e44fcae500ce1dd7d31c,8437889116f8e44fcae500ce1dd7d31c,,以-341-3,山王,山王,,陸奥国,山王岩屋（窟）。現岩手県一関市厳美町本寺地区内にある。その西の境にある切り立った岩山。,140.91235,38.986926,http://geohash.org/xnujy935r9z8,"6411,3584,225,196",https://nakamura196.github.io/shoen/iiif/3fd93cf97c1b6000149df96f6637640c/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=6411,3584,225,196","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_101i_/341-3/00000001.tif/6411,3584,225,196/200,/0/default.jpg",http://example.org/data/以-341-3
http://example.org/data/0ee6840808b251394502f9673837fe8c,0ee6840808b251394502f9673837fe8c,,以-341-3,ミたけたう,ミたけたうよりして／山王の岩屋へ五六／里之程,,陸奥国,伝ミタケ堂跡。山岳信仰の聖地であったと考えられている場所であるが、遺構などは見つかっていない。,140.950963,38.981739,http://geohash.org/xnujz2mm56zd,"7131,5834,1335,685",https://nakamura196.github.io/shoen/iiif/3fd93cf97c1b6000149df96f6637640c/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=7131,5834,1335,685","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_101i_/341-3/00000001.tif/7131,5834,1335,685/200,/0/default.jpg",http://example.org/data/以-341-3
http://example.org/data/fe2e07b7c2eaba532f5d3d89185f2969,fe2e07b7c2eaba532f5d3d89185f2969,,以-341-3,金峯山,金峯山,山,陸奥国,ミタケ堂があったと考えられる。現在は山そのものがミタケドウと呼ばれている。,140.950963,38.981739,http://geohash.org/xnujz2mm56zd,"7263,6824,604,350",https://nakamura196.github.io/shoen/iiif/3fd93cf97c1b6000149df96f6637640c/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=7263,6824,604,350","https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_101i_/341-3/00000001.tif/7263,6824,604,350/200,/0/default.jpg",http://example.org/data/以-341-3
