uri,dcterms:identifier,rdfs:label,schema:image,schema:url,description:curation,temporal:label,schema:temporal,description:本文,schema:spatial,jps:sourceInfo
http://example.org/data/保-66,保-66,（裏書） 「紀伊国神野真国御庄絵図&lt;康治二年五月廿五日立券&gt;」 「案料」 「南牓示　御庄公文僧（花押）　下司僧（花押）　国使郡司散位秦宿禰（花押）　散位紀朝臣（花押）　御使公文左史生牓（花押）」 「巽牓示　御庄公文僧（花押）　下司僧（花押）　国使郡司散位秦宿禰（花押）　散位紀朝臣（花押）　御使公文左史生牓（花押）」 「西　御庄公文僧（花押）　下司僧（花押）　国使郡司散位秦宿禰（花押）　散　位紀朝臣（花押）　御使公文左史生牓（花押）」 「御庄公文僧僧（花押）　下司僧（花押）　国使郡司散位秦宿禰（花押）　散位　紀朝臣（花押）　御使公文左史生牓（花押）」 「乾牓示　御庄公文僧（花押）　下司僧（花押）　国使郡司散位秦宿禰（花押）　散位紀朝臣（花押）　御使公文左牓牓牓（花押）」 「（御使公文某花押）」 「艮牓示　御庄公文僧（花押）　下司僧（花押）　国使郡司散位秦宿禰（花押）　散位紀朝臣（花押）　御使公文左史生牓（花押）」 「東境猿首牓示　御庄公文僧（花押）　下司僧（花押）　国使郡司散位秦宿禰（花押）　散位紀朝臣（花押）　御使公文左史生牓（花押）」 「岫峯牓示　御庄公文僧（花押）　下司僧（花押）　国使郡司散位秦宿禰（花押）　散位紀朝臣（花押）　御使公文左史生牓（花押）」,"https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/66/00000001.tif/11873,561,3243,1449/200,/0/default.jpg",https://nakamura196.github.io/shoen/iiif/a8366c56c85c4b7cd42609391738c65a/manifest.json,https://nakamura196.github.io/soen/curation/保-66.json,,,,,http://example.org/data/W23
