uri,dcterms:identifier,rdfs:label,schema:image,schema:url,description:curation,temporal:label,schema:temporal,description:本文,schema:spatial,jps:sourceInfo
http://example.org/data/以-335,以-335,嶋村在家,"https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_101i_/335/00000001.tif/2636,8147,560,565/200,/0/default.jpg",https://nakamura196.github.io/shoen/iiif/dfb4a7727796fa20fc4823b4a50c52e7/manifest.json,https://nakamura196.github.io/soen/curation/以-335.json,,,,,http://example.org/data/W23
