uri,dcterms:identifier,rdfs:label,schema:image,schema:url,description:curation,temporal:label,schema:temporal,description:本文,schema:spatial,jps:sourceInfo
http://example.org/data/保-55,保-55,箸喰庄差図,"https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_105ho_/55/00000001.tif/5827,5525,178,384/200,/0/default.jpg",https://nakamura196.github.io/shoen/iiif/921324076bdc341df8e29d752c55af47/manifest.json,https://nakamura196.github.io/soen/curation/保-55.json,,,,,http://example.org/data/W23
