uri,dcterms:identifier,rdfs:label,schema:image,schema:url,description:curation,temporal:label,schema:temporal,description:本文,schema:spatial,jps:sourceInfo
http://example.org/data/以-341-1,以-341-1,山王岩屋,"https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_101i_/341-1/00000001.tif/3774,2654,267,578/200,/0/default.jpg",https://nakamura196.github.io/shoen/iiif/fe8a1ee96488d525108a960d38fb1e75/manifest.json,https://nakamura196.github.io/soen/curation/以-341-1.json,,,,,http://example.org/data/W23
