uri,dcterms:identifier,rdfs:label,schema:image,schema:url,description:curation,temporal:label,schema:temporal,description:本文,schema:spatial,jps:sourceInfo
http://example.org/data/波-305,波-305,井上庄絵図,"https://clioimg.hi.u-tokyo.ac.jp/viewer/api/image/idata/0M0/_103ha_/305/00000001.tif/1641,3133,468,1181/200,/0/default.jpg",https://nakamura196.github.io/shoen/iiif/ea6905a866f4f1fe04515b8a286dc593/manifest.json,https://nakamura196.github.io/soen/curation/波-305.json,,,,,http://example.org/data/W23
